,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
2472,"[41.50, 43.50)",793,0.056886657101865135,771,22,0.027742749054224466,0.1116426013390801,0.0006730908851529133,8.409269279332186e-05,EA5_S_01
2473,"[43.50, 51.50)",2977,0.213558106169297,2910,67,0.022505878401074906,0.32621242190863864,0.019559537428817164,0.0024341588070437483,EA5_S_01
2474,"[51.50, 54.50)",1131,0.08113342898134863,1109,22,0.019451812555260833,0.47516821512611784,0.014753657413698882,0.0018270509536753039,EA5_S_01
2475,"[54.50, inf)",2881,0.20667144906743184,2848,33,0.011454356126345018,1.0128613921994525,0.13598301218965347,0.016306633339774328,EA5_S_01
2476,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,EA5_S_01
2477,"(-1.0, 0.50)",720,0.05164992826398852,628,92,0.12777777777777777,-1.524251729446775,0.25450362494419837,0.029051784149763515,ND_HAC_04
2478,"[0.50, inf)",13179,0.9454088952654233,12840,339,0.0257227407238789,0.18931715099756863,0.031035619312744508,0.0038736693017840593,ND_HAC_04
2479,-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,ND_HAC_04
2480,"(-1.0, 0.50)",5765,0.413558106169297,5560,205,0.03555941023417172,-0.1446599107597133,0.009266998389268685,0.0011573658243615031,VM01_SP_VM2_26
2481,"[0.50, 8.50)",1603,0.11499282639885222,1580,23,0.014348097317529632,0.7846825912259296,0.049901728674996676,0.006082455602196984,VM01_SP_VM2_26
2482,"[8.50, 14.50)",1010,0.07245337159253945,996,14,0.013861386138613862,0.8196866091034058,0.03380881580814011,0.0041116280835904375,VM01_SP_VM2_26
2483,"[14.50, 29.50)",1614,0.1157819225251076,1592,22,0.013630731102850062,0.8367005941800789,0.05589434197064782,0.0067898682339335385,VM01_SP_VM2_26
2484,"[29.50, inf)",2201,0.1578909612625538,2174,27,0.01226715129486597,0.9434838828108925,0.09273006711215738,0.011179605246407133,VM01_SP_VM2_26
2485,-2.0,1706,0.12238163558106169,1566,140,0.08206330597889801,-1.0303658649244896,0.2152467963060744,0.025775448808340234,VM01_SP_VM2_26
2486,-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,VM01_SP_VM2_26
2487,"(-1.0, 11.50)",1706,0.12238163558106169,1687,19,0.011137162954279016,1.0412647845135945,0.08413022022777841,0.010065538729935817,SPA_A_04
2488,"[11.50, 6207.50)",3691,0.26477761836441893,3647,44,0.011920888648062856,0.9724672380244854,0.1632578021710115,0.019639299008685347,SPA_A_04
2489,"[6207.50, inf)",853,0.061190817790530844,840,13,0.015240328253223915,0.7234492155098895,0.02316365408418106,0.0028339216550109314,SPA_A_04
2490,-2.0,7649,0.5487087517934003,7294,355,0.046411295594195316,-0.4223137369727237,0.11982288846499634,0.014867540677383814,SPA_A_04
2491,-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,SPA_A_04
2492,"(-1.0, inf)",1110,0.07962697274031563,1072,38,0.03423423423423423,-0.10530813696157182,0.000928033112838972,0.0001159505661788426,CLU_CLI_L6M_NPR_L6M
2493,-99999.0,6335,0.45444763271162125,6134,201,0.03172849250197317,-0.026705882250812607,0.0003282059454489101,4.102452406911294e-05,CLU_CLI_L6M_NPR_L6M
2494,-2.0,1752,0.12568149210903873,1609,143,0.08162100456621005,-1.0244798021334574,0.217887144553846,0.026104016513353263,CLU_CLI_L6M_NPR_L6M
2495,-99998.0,4702,0.33730272596843613,4653,49,0.010421097405359422,1.1084438348680887,0.25577113908815385,0.030429032272920445,CLU_CLI_L6M_NPR_L6M
2496,-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,CLU_CLI_L6M_NPR_L6M
2497,"(-1.0, 1.50)",3316,0.23787661406025826,3132,184,0.05548854041013269,-0.6105120193642253,0.11909179618179958,0.014659508838505232,E1_B_06
2498,"[1.50, 6.50)",1623,0.11642754662840746,1556,67,0.041281577325939615,-0.2998222335185625,0.01207383092484994,0.001503601248839994,E1_B_06
2499,"[6.50, 20.50)",2324,0.1667144906743185,2258,66,0.028399311531841654,0.08757668381724848,0.0012274377374304774,0.0001533807044676234,E1_B_06
2500,"[20.50, 33.50)",1251,0.08974175035868005,1220,31,0.02478017585931255,0.22761561437622246,0.004184578671097371,0.0005219460930854297,E1_B_06
2501,"[33.50, 46.50)",938,0.0672883787661406,919,19,0.02025586353944563,0.43384382432331314,0.01038847493430223,0.0012884702756415867,E1_B_06
2502,"[46.50, 103.50)",2288,0.16413199426111907,2245,43,0.018793706293706292,0.5102573656168587,0.03389003109261082,0.004190887188603103,E1_B_06
2503,"[103.50, 154.50)",965,0.06922525107604018,954,11,0.011398963730569948,1.0177650797839828,0.045898706666858885,0.005501867351615657,E1_B_06
2504,"[154.50, inf)",1194,0.08565279770444763,1184,10,0.008375209380234505,1.3290654035839715,0.08564951651899619,0.009981829897557422,E1_B_06
2505,-1.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,E1_B_06
2506,"(-1.0, 0.50)",11035,0.7916068866571019,10788,247,0.02238332578160399,0.33179802876570985,0.07481809256261814,0.009309596750509769,TRD_A_04
2507,"[0.50, inf)",941,0.06750358680057389,872,69,0.07332624867162593,-0.9083203995542131,0.08678388108153279,0.010489799992658696,TRD_A_04
2508,-5.0,54,0.0038737446197991392,52,2,0.037037037037037035,-0.18690678084445134,0.00014785925694111345,1.8455551225969287e-05,TRD_A_04
2509,-999998.0,603,0.04325681492109039,540,63,0.1044776119402985,-1.296568905699146,0.13769346889892192,0.016099105886324763,TRD_A_04
2510,-3.0,124,0.008895265423242468,120,4,0.03225806451612903,-0.04380593720377801,1.7424930696533162e-05,2.1779421988406386e-06,TRD_A_04
2511,-6.0,51,0.003658536585365854,47,4,0.0784313725490196,-0.9811500782757654,0.005692221082495159,0.0006842944283932749,TRD_A_04
2512,-999999.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_A_04
2513,-10.0,28,0.0020086083213773313,27,1,0.03571428571428571,-0.14916645286160435,4.795970852411415e-05,5.989411753252614e-06,TRD_A_04
2514,-1.0,460,0.03299856527977044,444,16,0.034782608695652174,-0.12176747867348992,0.0005182414476160145,6.474018908242288e-05,TRD_A_04
2515,-2.0,215,0.015423242467718794,208,7,0.03255813953488372,-0.0533753882199286,4.505718935523602e-05,5.631480197584469e-06,TRD_A_04
2516,-11.0,20,0.0014347202295552368,19,1,0.05,-0.5005643396994932,0.0004573735731049632,5.658219200050887e-05,TRD_A_04
2517,-9.0,25,0.001793400286944046,25,0,0.0,0.0,0.0,0.0,TRD_A_04
2518,-14.0,20,0.0014347202295552368,20,0,0.0,0.0,0.0,0.0,TRD_A_04
2519,-17.0,14,0.0010043041606886656,12,2,0.14285714285714285,-1.6532438496378785,0.0062030941543292,0.0006976246700763764,TRD_A_04
2520,-23.0,9,0.0006456241032998565,9,0,0.0,0.0,0.0,0.0,TRD_A_04
2521,-4.0,74,0.005308464849354376,70,4,0.05405405405405406,-0.5828024379364649,0.002388914047641295,0.0002944586255442896,TRD_A_04
2522,-13.0,15,0.0010760401721664275,14,1,0.06666666666666667,-0.8059459892506751,0.0010347052759102067,0.00012594755707384648,TRD_A_04
2523,-24.0,14,0.0010043041606886656,13,1,0.07142857142857142,-0.8800539614043967,0.0011949937678160697,0.00014473308050416266,TRD_A_04
2524,-16.0,13,0.0009325681492109039,13,0,0.0,0.0,0.0,0.0,TRD_A_04
2525,-25.0,8,0.0005738880918220947,7,1,0.125,-1.4990931698106202,0.0027013846981883225,0.0003092288811695821,TRD_A_04
2526,-21.0,13,0.0009325681492109039,11,2,0.15384615384615385,-1.7402552266275082,0.006658389239790299,0.0007409809270521706,TRD_A_04
2527,-7.0,41,0.0029411764705882353,40,1,0.024390243902439025,0.24387613524800278,0.00015627664578521917,1.9486314629212314e-05,TRD_A_04
2528,-8.0,33,0.002367288378766141,31,2,0.06060606060606061,-0.7041632949407326,0.001651688788896357,0.00020229858367778558,TRD_A_04
2529,-22.0,9,0.0006456241032998565,9,0,0.0,0.0,0.0,0.0,TRD_A_04
2530,-19.0,14,0.0010043041606886656,14,0,0.0,0.0,0.0,0.0,TRD_A_04
2531,-12.0,21,0.0015064562410329987,20,1,0.047619047619047616,-0.4492710453119426,0.0003772489115755066,4.676348196013563e-05,TRD_A_04
2532,-999997.0,14,0.0010043041606886656,14,0,0.0,0.0,0.0,0.0,TRD_A_04
2533,-18.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_A_04
2534,-20.0,11,0.0007890961262553802,9,2,0.18181818181818182,-1.9409259220896593,0.007713528252151332,0.0008366258545048537,TRD_A_04
2535,-15.0,14,0.0010043041606886656,14,0,0.0,0.0,0.0,0.0,TRD_A_04
2536,['T' 'A'],823,0.05903873744619799,820,3,0.0036452004860267314,2.1656887327242558,0.11638349970833067,0.012239653383395367,SP_I_67_01
2537,['R'],1788,0.12826398852223816,1781,7,0.0039149888143176735,2.0940168153684144,0.24206150605278032,0.025714124114202205,SP_I_67_01
2538,['X'],2335,0.1675035868005739,2256,79,0.033832976445396144,-0.09310255871500539,0.0015170955477281948,0.00018956848191089854,SP_I_67_01
2539,['G'],8994,0.6451936872309899,8652,342,0.03802535023348899,-0.21426826885558903,0.03279195140956553,0.004091170695855975,SP_I_67_01
2540,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,SP_I_67_01
2541,"['I5' 'S2' 'S3' 'U6' 'I4' 'I3' 'I1' 'S4' 'S5' 'G3' 'G2' 'S1' 'S6' 'J2' 'T'
 'F4' 'F3' 'F2' 'U1' 'U2' 'U3' 'U4' 'U5' 'F6' 5.0 'G1']",718,0.051506456241033,716,2,0.002785515320334262,2.435529667534767,0.11778545723751487,0.011907427063748945,GEN11_SP_K_80
2542,['G4' 'G5' 4.0 1.0],1901,0.13637015781922526,1874,27,0.014203051025775907,0.7949902779281048,0.06048073108922178,0.007367091749694644,GEN11_SP_K_80
2543,[3.0 'J3' 2.0 6.0 'J1' 'F1'],1130,0.08106169296987087,1108,22,0.019469026548672566,0.4742660950829798,0.014690539768746654,0.001819298727418127,GEN11_SP_K_80
2544,['G6' 'J5' 'G'],3394,0.24347202295552367,3281,113,0.033294048320565706,-0.07648760461717252,0.001476658541911801,0.00018453733623663426,GEN11_SP_K_80
2545,['XX'],2335,0.1675035868005739,2256,79,0.033832976445396144,-0.09310255871500539,0.0015170955477281948,0.00018956848191089854,GEN11_SP_K_80
2546,['F'],1225,0.08787661406025825,1177,48,0.03918367346938775,-0.24548022251354773,0.005950884682476814,0.000741998468038651,GEN11_SP_K_80
2547,['J' 'I'],2029,0.14555236728837875,1945,84,0.041399704287826515,-0.30280286165670045,0.01541796560643117,0.001919916443395375,GEN11_SP_K_80
2548,['S' 'J4' 'U' 'J6' 'F5' 'I6'],1208,0.0866571018651363,1152,56,0.046357615894039736,-0.4211001683452462,0.018803769896878448,0.002333257177137192,GEN11_SP_K_80
2549,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,GEN11_SP_K_80
2550,"(-1.0, 1.50)",893,0.06406025824964132,850,43,0.048152295632698766,-0.46096708507513373,0.016985238427585016,0.0021045543375748706,TRD_B_07
2551,"[1.50, inf)",5157,0.3699426111908178,5010,147,0.028504944735311226,0.08375528843424096,0.002495621416021021,0.0003118615284755039,TRD_B_07
2552,-96.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_07
2553,-999996.0,1271,0.09117647058823529,1184,87,0.06845003933910307,-0.8342576220765663,0.09528129296819272,0.01157636260661215,TRD_B_07
2554,-6.0,48,0.003443328550932568,47,1,0.020833333333333332,0.40514428284412496,0.00046955267265015837,5.8295926660629886e-05,TRD_B_07
2555,-35.0,73,0.005236728837876614,71,2,0.0273972602739726,0.12452937761543659,7.663341050043446e-05,9.572991536670053e-06,TRD_B_07
2556,-37.0,67,0.004806312769010043,65,2,0.029850746268656716,0.03623677046975837,6.205034086298569e-06,7.755868268429021e-07,TRD_B_07
2557,-14.0,57,0.004088952654232425,57,0,0.0,0.0,0.0,0.0,TRD_B_07
2558,-76.0,49,0.00351506456241033,46,3,0.061224489795918366,-0.7149742110449484,0.0025420332724546907,0.0003111545392032038,TRD_B_07
2559,-85.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_07
2560,-999999.0,41,0.0029411764705882353,41,0,0.0,0.0,0.0,0.0,TRD_B_07
2561,-13.0,53,0.003802008608321377,52,1,0.018867924528301886,0.5062403997154941,0.0007740922187763872,9.574133908902681e-05,TRD_B_07
2562,-999998.0,336,0.02410329985652798,304,32,0.09523809523809523,-1.1937115202594382,0.06176552701901395,0.007292649378953159,TRD_B_07
2563,-100.0,610,0.04375896700143472,584,26,0.04262295081967213,-0.33319887405918847,0.005695830507617426,0.0007087034485803198,TRD_B_07
2564,-53.0,66,0.004734576757532282,65,1,0.015151515151515152,0.7293839510297033,0.0018172028295713623,0.0002222454124228858,TRD_B_07
2565,-30.0,75,0.005380200860832138,73,2,0.02666666666666667,0.15230894172251253,0.00011627776995564301,1.4520688492084108e-05,TRD_B_07
2566,-44.0,70,0.005021520803443328,68,2,0.02857142857142857,0.08135720575022809,3.199860420766527e-05,3.99872277320275e-06,TRD_B_07
2567,-91.0,55,0.003945480631276901,53,2,0.03636363636363636,-0.1678585858737569,0.00012036481926424503,1.5027963402094351e-05,TRD_B_07
2568,-12.0,48,0.003443328550932568,47,1,0.020833333333333332,0.40514428284412496,0.00046955267265015837,5.8295926660629886e-05,TRD_B_07
2569,-95.0,47,0.0033715925394548064,46,1,0.02127659574468085,0.3836380776231616,0.0004162287848911091,5.171186628035864e-05,TRD_B_07
2570,-45.0,58,0.004160688665710187,57,1,0.017241379310344827,0.5980479489686168,0.0011358268191910834,0.00013989963961401466,TRD_B_07
2571,-32.0,69,0.0049497847919655665,69,0,0.0,0.0,0.0,0.0,TRD_B_07
2572,-54.0,55,0.003945480631276901,54,1,0.01818181818181818,0.543980727698341,0.0009123370027911786,0.00011265648990013135,TRD_B_07
2573,-60.0,51,0.003658536585365854,51,0,0.0,0.0,0.0,0.0,TRD_B_07
2574,-17.0,65,0.004662840746054519,64,1,0.015384615384615385,0.713879764493738,0.0017257306137661889,0.00021124935624191742,TRD_B_07
2575,-81.0,50,0.003586800573888092,50,0,0.0,0.0,0.0,0.0,TRD_B_07
2576,-20.0,59,0.004232424677187948,58,1,0.01694915254237288,0.6154396916804856,0.0012144153820486613,0.00014945066767878745,TRD_B_07
2577,-3.0,44,0.0031563845050215206,44,0,0.0,0.0,0.0,0.0,TRD_B_07
2578,-49.0,68,0.004878048780487805,67,1,0.014705882352941176,0.7596893005250323,0.0020051778097009312,0.0002447886386935588,TRD_B_07
2579,-66.0,45,0.0032281205164992827,45,0,0.0,0.0,0.0,0.0,TRD_B_07
2580,-25.0,58,0.004160688665710187,57,1,0.017241379310344827,0.5980479489686168,0.0011358268191910834,0.00013989963961401466,TRD_B_07
2581,-33.0,73,0.005236728837876614,70,3,0.0410958904109589,-0.2951203654846841,0.0005249678224871439,6.538387143229792e-05,TRD_B_07
2582,-43.0,66,0.004734576757532282,66,0,0.0,0.0,0.0,0.0,TRD_B_07
2583,-31.0,69,0.0049497847919655665,68,1,0.014492753623188406,0.7745043863101735,0.0021016142712994854,0.00025632662245702014,TRD_B_07
2584,-10.0,52,0.0037302725968436155,52,0,0.0,0.0,0.0,0.0,TRD_B_07
2585,-1.0,58,0.004160688665710187,58,0,0.0,0.0,0.0,0.0,TRD_B_07
2586,-7.0,47,0.0033715925394548064,47,0,0.0,0.0,0.0,0.0,TRD_B_07
2587,-83.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_07
2588,-40.0,71,0.005093256814921091,70,1,0.014084507042253521,0.8034919231834259,0.002299228362179627,0.00027991364230835474,TRD_B_07
2589,-23.0,61,0.004375896700143472,60,1,0.01639344262295082,0.6493412433561669,0.0013774461773601514,0.00016921818087036513,TRD_B_07
2590,-75.0,47,0.0033715925394548064,47,0,0.0,0.0,0.0,0.0,TRD_B_07
2591,-42.0,64,0.004591104734576757,60,4,0.0625,-0.7369531177637234,0.0035663070106069475,0.00043596676864820095,TRD_B_07
2592,-84.0,49,0.00351506456241033,49,0,0.0,0.0,0.0,0.0,TRD_B_07
2593,-29.0,58,0.004160688665710187,57,1,0.017241379310344827,0.5980479489686168,0.0011358268191910834,0.00013989963961401466,TRD_B_07
2594,-34.0,73,0.005236728837876614,73,0,0.0,0.0,0.0,0.0,TRD_B_07
2595,-50.0,63,0.004519368723098996,63,0,0.0,0.0,0.0,0.0,TRD_B_07
2596,-47.0,52,0.0037302725968436155,52,0,0.0,0.0,0.0,0.0,TRD_B_07
2597,-36.0,72,0.005164992826398852,70,2,0.027777777777777776,0.11034474262348004,5.9736171202391624e-05,7.463235447975521e-06,TRD_B_07
2598,-73.0,52,0.0037302725968436155,51,1,0.019230769230769232,0.48682231385839225,0.0007083631352421923,8.768125241803498e-05,TRD_B_07
2599,-56.0,71,0.005093256814921091,68,3,0.04225352112676056,-0.3241079023579365,0.0006245156072034623,7.772455409881223e-05,TRD_B_07
2600,-79.0,53,0.003802008608321377,51,2,0.03773584905660377,-0.20632486670155314,0.00017849376579156428,2.2272229399668308e-05,TRD_B_07
2601,-63.0,61,0.004375896700143472,61,0,0.0,0.0,0.0,0.0,TRD_B_07
2602,-59.0,59,0.004232424677187948,57,2,0.03389830508474576,-0.0950992315913286,4.003315768869507e-05,5.002259863230547e-06,TRD_B_07
2603,-5.0,62,0.004447632711621234,60,2,0.03225806451612903,-0.04380593720377801,8.712465348266581e-06,1.0889710994203193e-06,TRD_B_07
2604,-80.0,43,0.003084648493543759,42,1,0.023255813953488372,0.29266629941743494,0.00023087063092668456,2.8756273713472576e-05,TRD_B_07
2605,-15.0,63,0.004519368723098996,62,1,0.015873015873015872,0.6821310661791582,0.0015479922858723588,0.00018983271154471873,TRD_B_07
2606,-21.0,66,0.004734576757532282,66,0,0.0,0.0,0.0,0.0,TRD_B_07
2607,-9.0,61,0.004375896700143472,58,3,0.04918032786885246,-0.48317259698762394,0.0012886806679229931,0.00015953622154749698,TRD_B_07
2608,-18.0,69,0.0049497847919655665,67,2,0.028985507246376812,0.0665421199650873,2.1245920441643694e-05,2.655250195800798e-06,TRD_B_07
2609,-94.0,45,0.0032281205164992827,44,1,0.022222222222222223,0.33918631505232755,0.0003177844225891938,3.9533723463497134e-05,TRD_B_07
2610,-58.0,53,0.003802008608321377,52,1,0.018867924528301886,0.5062403997154941,0.0007740922187763872,9.574133908902681e-05,TRD_B_07
2611,-11.0,51,0.003658536585365854,50,1,0.0196078431372549,0.4670196865622125,0.0006449778174259613,7.989744582846014e-05,TRD_B_07
2612,-46.0,75,0.005380200860832138,75,0,0.0,0.0,0.0,0.0,TRD_B_07
2613,-67.0,47,0.0033715925394548064,46,1,0.02127659574468085,0.3836380776231616,0.0004162287848911091,5.171186628035864e-05,TRD_B_07
2614,-89.0,36,0.002582496413199426,36,0,0.0,0.0,0.0,0.0,TRD_B_07
2615,-48.0,66,0.004734576757532282,65,1,0.015151515151515152,0.7293839510297033,0.0018172028295713623,0.0002222454124228858,TRD_B_07
2616,-69.0,59,0.004232424677187948,58,1,0.01694915254237288,0.6154396916804856,0.0012144153820486613,0.00014945066767878745,TRD_B_07
2617,-22.0,73,0.005236728837876614,70,3,0.0410958904109589,-0.2951203654846841,0.0005249678224871439,6.538387143229792e-05,TRD_B_07
2618,-97.0,49,0.00351506456241033,48,1,0.02040816326530612,0.4261976920419577,0.0005255022442148155,6.519509310208023e-05,TRD_B_07
2619,-38.0,72,0.005164992826398852,72,0,0.0,0.0,0.0,0.0,TRD_B_07
2620,-92.0,49,0.00351506456241033,47,2,0.04081632653061224,-0.28800289771582,0.000334431611452408,4.166007060708149e-05,TRD_B_07
2621,-93.0,56,0.0040172166427546625,55,1,0.017857142857142856,0.5623298663665377,0.0009847375647434172,0.00012149559523816648,TRD_B_07
2622,-2.0,37,0.002654232424677188,35,2,0.05405405405405406,-0.5828024379364649,0.0011944570238206474,0.0001472293127721448,TRD_B_07
2623,-65.0,41,0.0029411764705882353,40,1,0.024390243902439025,0.24387613524800278,0.00015627664578521917,1.9486314629212314e-05,TRD_B_07
2624,-39.0,80,0.005738880918220947,79,1,0.0125,0.924444533601088,0.003261225475044882,0.00039373058450934816,TRD_B_07
2625,-55.0,56,0.0040172166427546625,56,0,0.0,0.0,0.0,0.0,TRD_B_07
2626,-72.0,53,0.003802008608321377,52,1,0.018867924528301886,0.5062403997154941,0.0007740922187763872,9.574133908902681e-05,TRD_B_07
2627,-99.0,58,0.004160688665710187,57,1,0.017241379310344827,0.5980479489686168,0.0011358268191910834,0.00013989963961401466,TRD_B_07
2628,-52.0,57,0.004088952654232425,55,2,0.03508771929824561,-0.1308173141934077,7.443654250655292e-05,9.297938874750964e-06,TRD_B_07
2629,-41.0,86,0.006169296987087518,86,0,0.0,0.0,0.0,0.0,TRD_B_07
2630,-98.0,72,0.005164992826398852,70,2,0.027777777777777776,0.11034474262348004,5.9736171202391624e-05,7.463235447975521e-06,TRD_B_07
2631,-26.0,68,0.004878048780487805,66,2,0.029411764705882353,0.05150424260054676,1.2631959965777029e-05,1.5788204947200695e-06,TRD_B_07
2632,-16.0,66,0.004734576757532282,64,2,0.030303030303030304,0.02073258393379307,2.0154377629018887e-06,2.5192520839802845e-07,TRD_B_07
2633,-4.0,35,0.002510760401721664,34,1,0.02857142857142857,0.08135720575022809,1.5999302103832636e-05,1.999361386601375e-06,TRD_B_07
2634,-8.0,51,0.003658536585365854,51,0,0.0,0.0,0.0,0.0,TRD_B_07
2635,-19.0,59,0.004232424677187948,59,0,0.0,0.0,0.0,0.0,TRD_B_07
2636,-90.0,42,0.0030129124820659973,40,2,0.047619047619047616,-0.4492710453119426,0.0007544978231510132,9.352696392027126e-05,TRD_B_07
2637,-71.0,44,0.0031563845050215206,43,1,0.022727272727272728,0.3161967968276289,0.000272839110484221,3.396351939739388e-05,TRD_B_07
2638,-88.0,44,0.0031563845050215206,44,0,0.0,0.0,0.0,0.0,TRD_B_07
2639,-70.0,39,0.0027977044476327115,38,1,0.02564102564102564,0.1925828408604522,9.489594724572856e-05,1.1843696522871879e-05,TRD_B_07
2640,-62.0,58,0.004160688665710187,57,1,0.017241379310344827,0.5980479489686168,0.0011358268191910834,0.00013989963961401466,TRD_B_07
2641,-64.0,56,0.0040172166427546625,56,0,0.0,0.0,0.0,0.0,TRD_B_07
2642,-28.0,73,0.005236728837876614,73,0,0.0,0.0,0.0,0.0,TRD_B_07
2643,-57.0,63,0.004519368723098996,62,1,0.015873015873015872,0.6821310661791582,0.0015479922858723588,0.00018983271154471873,TRD_B_07
2644,-87.0,37,0.002654232424677188,35,2,0.05405405405405406,-0.5828024379364649,0.0011944570238206474,0.0001472293127721448,TRD_B_07
2645,-61.0,46,0.0032998565279770443,46,0,0.0,0.0,0.0,0.0,TRD_B_07
2646,-51.0,73,0.005236728837876614,72,1,0.0136986301369863,0.8316628001501218,0.0025029678155665553,0.00030415497793884357,TRD_B_07
2647,-82.0,45,0.0032281205164992827,45,0,0.0,0.0,0.0,0.0,TRD_B_07
2648,-27.0,60,0.00430416068866571,59,1,0.016666666666666666,0.6325341250397862,0.0012949701093787,0.00015922559202615947,TRD_B_07
2649,-74.0,54,0.0038737446197991392,54,0,0.0,0.0,0.0,0.0,TRD_B_07
2650,-68.0,45,0.0032281205164992827,45,0,0.0,0.0,0.0,0.0,TRD_B_07
2651,-24.0,66,0.004734576757532282,66,0,0.0,0.0,0.0,0.0,TRD_B_07
2652,-999997.0,18,0.001291248206599713,18,0,0.0,0.0,0.0,0.0,TRD_B_07
2653,-77.0,40,0.0028694404591104736,40,0,0.0,0.0,0.0,0.0,TRD_B_07
2654,-78.0,38,0.00272596843615495,37,1,0.02631578947368421,0.16591459377829088,6.947328224965662e-05,8.674213364549802e-06,TRD_B_07
2655,-86.0,44,0.0031563845050215206,44,0,0.0,0.0,0.0,0.0,TRD_B_07
2656,"(-1.0, 2.50)",826,0.05925394548063128,757,69,0.08353510895883777,-1.0497465700257442,0.10923252478692598,0.013059761479117984,TRD_A_13
