Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
-1.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,TRD_A_08
"[0, 6.50)",1792,0.12202097235462345,1555,237,0.13225446428571427,-0.5592166182312011,0.048232960134826454,0.005951767944107091,VM01_SP_VM2_15
"[6.50, 17.50)",813,0.0553588451586545,716,97,0.11931119311193111,-0.44141811325214153,0.012982641541740975,0.0016097818794719772,VM01_SP_VM2_15
"[17.50, 25.50)",928,0.06318943211221571,852,76,0.08189655172413793,-0.023534115166419678,3.534537000344053e-05,4.418069293911874e-06,VM01_SP_VM2_15
"[25.50, 33.50)",923,0.06284897180988697,850,73,0.0790899241603467,0.014389606626566742,1.2935185191276137e-05,1.6168841992127007e-06,VM01_SP_VM2_15
"[33.50, 62.50)",2518,0.17145580825275772,2348,170,0.06751389992057188,0.18513344218832062,0.005438303807979622,0.0006788188316708974,VM01_SP_VM2_15
"[62.50, 93.50)",1794,0.12215715647555495,1675,119,0.06633221850613155,0.20405764943823312,0.004670249089811651,0.0005827703915607116,VM01_SP_VM2_15
"[93.50, inf)",4041,0.2751600163420945,3906,135,0.0334075723830735,0.9246070312887902,0.16129047286157752,0.019472506672749725,VM01_SP_VM2_15
-2.0,1834,0.12488083889418494,1566,268,0.14612868047982552,-0.6750944056695127,0.07545855427311202,0.00925718708422595,VM01_SP_VM2_15
-1.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,VM01_SP_VM2_15
['2A' 'M' '5A' 'UA' 'MB' 'UB' 'BB'],2146,0.14612556175949884,2059,87,0.04054054054054054,0.723680286663801,0.05680902536873777,0.006950118921054134,GEN11_SP_N_92
['T' '5B' 'GB'],1682,0.11453084570339099,1599,83,0.04934601664684899,0.517905803327952,0.024780377412423043,0.0030633863884360502,GEN11_SP_N_92
['SB' 'FB'],940,0.06400653683780472,890,50,0.05319148936170213,0.43881115558863515,0.010268672942442493,0.0012733838885248643,GEN11_SP_N_92
['IB' 'JB'],1217,0.08286803758681738,1145,72,0.05916187345932621,0.32610649526288027,0.0076914946053459905,0.0009571991654641256,GEN11_SP_N_92
['1A' 'PB' '4B' '1B' '2B'],1721,0.11718643606155522,1611,110,0.06391632771644393,0.24374271567515393,0.006287559515103087,0.0007840051424367906,GEN11_SP_N_92
['6B' 'B' '6A' '3B' 'IA'],1269,0.08640882473103637,1177,92,0.07249802994483845,0.10854822850183199,0.0009728390336924156,0.00012154521286214352,GEN11_SP_N_92
['F' 'S' '3A'],976,0.0664578510145717,881,95,0.09733606557377049,-0.21320656737376575,0.0033042533725499983,0.00041225114541184986,GEN11_SP_N_92
['G'],1409,0.09594171319624131,1256,153,0.10858765081618169,-0.33513787607369583,0.012405614484853325,0.0015434852057858092,GEN11_SP_N_92
['P' 'J'],1859,0.1265831404058287,1642,217,0.11672942442173212,-0.4166143652374905,0.02617106350712195,0.003247927789293243,GEN11_SP_N_92
['JA' 'I' 'A' 'SA' 'GA' 'U' 'AA' 'PA' '4A' 'FA'],1467,0.0998910527032548,1249,218,0.14860259032038173,-0.6947838543729157,0.0644479918571681,0.00789777698670634,GEN11_SP_N_92
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,GEN11_SP_N_92
"[0, 1.50)",5750,0.39152934767806075,5125,625,0.10869565217391304,-0.336253147439197,0.050987521801029986,0.00634358309356816,SP_EDI_24
"[1.50, 4.50)",6943,0.47276317581370014,6504,439,0.06322915166354602,0.25528593644307085,0.027692052234017803,0.003452137487954459,SP_EDI_24
"[4.50, inf)",1950,0.1327795179082119,1839,111,0.05692307692307692,0.3670597215825824,0.015351871406746076,0.001908283056419621,SP_EDI_24
-1.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,SP_EDI_24
"[0, 94.50)",1683,0.11459893776385674,1418,265,0.15745692216280452,-0.7631144206035538,0.09171233043837608,0.011193729250074353,SP_G_37
"[94.50, 121.50)",1313,0.08940487539152935,1148,165,0.12566641279512566,-0.5005561987304732,0.027633972023146245,0.0034186304719479588,SP_G_37
"[121.50, 158.50)",2201,0.1498706250851151,1975,226,0.10268059972739664,-0.27259862364646814,0.012489041465536258,0.0015563144214811846,SP_G_37
"[158.50, 190.50)",2248,0.15307095192700532,2095,153,0.06806049822064057,0.1764836092543982,0.004428025553607196,0.0005527859915142701,SP_G_37
"[190.50, 214.50)",1619,0.11024104589404875,1523,96,0.0592958616429895,0.3237018597179211,0.010091845234816644,0.0012560017819017158,SP_G_37
"[214.50, 275.50)",2935,0.19985019746697535,2765,170,0.05792163543441227,0.34861017519676896,0.02100144770012382,0.002611968058935585,SP_G_37
"[275.50, 309.50)",999,0.06802396840528395,955,44,0.044044044044044044,0.6371344048530645,0.02122322360328159,0.0026089226943663583,SP_G_37
"[309.50, inf)",1632,0.1111262426801035,1576,56,0.03431372549019608,0.8969062779732706,0.06196221036110816,0.007495679455804705,SP_G_37
-1.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,SP_G_37
-2.0,13,0.000885196786054746,13,0,0.0,0.0,0.0,0.0,SP_G_37
[2],8636,0.5880430341822144,8180,456,0.052802223251505326,0.4465673183730021,0.09739480754558412,0.012074189055877836,E4_Q_17
[6],2877,0.19590085795996187,2648,229,0.07959680222453945,0.00745061179325468,1.0840811046636224e-05,1.355098246510404e-06,E4_Q_17
[4],2260,0.1538880566525943,1937,323,0.14292035398230088,-0.6491439615250651,0.0850642253593889,0.010450182131479371,E4_Q_17
[5 1 8 7 3],913,0.06216805120522947,744,169,0.1851040525739321,-0.9582449817993859,0.08481521365759784,0.01021402930963538,E4_Q_17
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,E4_Q_17
"[0, 22.50)",741,0.050456216805120524,720,21,0.02834008097165992,1.0943414725772733,0.0388007855996132,0.004621704340929895,TRD_C_07
"[22.50, 36.50)",782,0.05324799128421626,756,26,0.03324808184143223,0.9295575364486464,0.03148656041605789,0.0037999701652690343,TRD_C_07
"[36.50, 54.50)",1091,0.07428843796813292,1045,46,0.04216315307057745,0.6827434662004119,0.02613093012095758,0.0032043681186202733,TRD_C_07
"[54.50, 68.50)",936,0.0637341685959417,887,49,0.05235042735042735,0.4556373824895483,0.01094835779131555,0.0013568280364282285,TRD_C_07
"[68.50, 85.50)",1092,0.07435653002859867,1028,64,0.05860805860805861,0.33610006094603406,0.007300727049177714,0.0009083196116282171,TRD_C_07
"[85.50, inf)",1109,0.0755140950565164,1002,107,0.09648331830477908,-0.20346285452650026,0.00340521887231682,0.000424919675890539,TRD_C_07
-999997.0,7007,0.4771210676835081,6421,586,0.08363065505922648,-0.04637794349236879,0.0010464348776759818,0.00013079263810002097,TRD_C_07
-999998.0,1885,0.12835353397793817,1609,276,0.1464190981432361,-0.6774200204341714,0.07816661290662831,0.009588185190110652,TRD_C_07
-999999.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,TRD_C_07
-999996.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_C_07
"[0, 0.50)",1198,0.08157428843796813,1082,116,0.09682804674457429,-0.20741103340934242,0.0038289939962391595,0.0004777681699059313,TRD_B_20
"[0.50, inf)",4655,0.3169685414680648,4377,278,0.05972073039742213,0.3161104217908539,0.027758448072333797,0.0034554310079105456,TRD_B_20
-95.0,44,0.0029960506604929864,43,1,0.022727272727272728,1.320812813984158,0.0030820446788858546,0.00035948701262570384,TRD_B_20
-100.0,900,0.06128285441917473,838,62,0.06888888888888889,0.16349641372758716,0.0015297416485190124,0.00019100501301009057,TRD_B_20
-27.0,37,0.0025194062372327387,36,1,0.02702702702702703,1.1431316367467055,0.0020750953111670577,0.00024612657459958313,TRD_B_20
-999996.0,1621,0.11037723001498026,1474,147,0.09068476249228871,-0.1350848157388591,0.0021318213289238724,0.0002662752399716782,TRD_B_20
-999997.0,441,0.030028598665395614,338,103,0.23356009070294784,-1.2520703944560214,0.07824220877210578,0.009187649751357446,TRD_B_20
-999998.0,2035,0.13856734304780063,1747,288,0.14152334152334153,-0.637692471711294,0.07356974908325765,0.009043500348390354,TRD_B_20
-66.0,38,0.0025874982976984884,37,1,0.02631578947368421,1.17053061093482,0.002211480118542828,0.00026166119688567763,TRD_B_20
-87.0,32,0.00217894593490399,31,1,0.03125,0.9935999027757418,0.0014358996872522061,0.00017245046388473682,TRD_B_20
-33.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,TRD_B_20
-39.0,31,0.0021108538744382403,30,1,0.03225806451612903,0.960810079952751,0.0013173898135721545,0.00015861822943395672,TRD_B_20
-999999.0,43,0.0029279586000272367,41,2,0.046511627906976744,0.5800375844349581,0.0007748016477522533,9.5514948628098e-05,TRD_B_20
-82.0,33,0.00224703799536974,33,0,0.0,0.0,0.0,0.0,TRD_B_20
-69.0,37,0.0025194062372327387,36,1,0.02702702702702703,1.1431316367467055,0.0020750953111670577,0.00024612657459958313,TRD_B_20
-62.0,36,0.002451314176766989,34,2,0.05555555555555555,0.39282604234681173,0.00032117664660883115,3.989092331440719e-05,TRD_B_20
-54.0,38,0.0025874982976984884,36,2,0.05263157894736842,0.4499844561867601,0.00043452961817842914,5.386253081300448e-05,TRD_B_20
-67.0,38,0.0025874982976984884,36,2,0.05263157894736842,0.4499844561867601,0.00043452961817842914,5.386253081300448e-05,TRD_B_20
-97.0,35,0.0023832221163012394,32,3,0.08571428571428572,-0.07326368757778745,1.3191994382372882e-05,1.6486306002564018e-06,TRD_B_20
-70.0,49,0.003336510962821735,49,0,0.0,0.0,0.0,0.0,TRD_B_20
-76.0,43,0.0029279586000272367,42,1,0.023255813953488372,1.297282316573964,0.0029311065805036267,0.00034268060685403734,TRD_B_20
-6.0,34,0.0023151300558354898,31,3,0.08823529411764706,-0.10501238589236817,2.6682236324351503e-05,3.333747879511416e-06,TRD_B_20
-9.0,42,0.002859866539561487,37,5,0.11904761904761904,-0.43890730149928014,0.0006623872958967433,8.214015407837335e-05,TRD_B_20
-35.0,45,0.003064142720958736,43,2,0.044444444444444446,0.6276656334242126,0.0009313477153484227,0.00011454430247684859,TRD_B_20
-1.0,38,0.0025874982976984884,36,2,0.05263157894736842,0.4499844561867601,0.00043452961817842914,5.386253081300448e-05,TRD_B_20
-79.0,34,0.0023151300558354898,34,0,0.0,0.0,0.0,0.0,TRD_B_20
-29.0,43,0.0029279586000272367,40,3,0.06976744186046512,0.14987986373642226,6.177088065238194e-05,7.714141004828027e-06,TRD_B_20
-7.0,36,0.002451314176766989,35,1,0.027777777777777776,1.114960759780009,0.0019414228328896775,0.00023084057094926552,TRD_B_20
-24.0,36,0.002451314176766989,33,3,0.08333333333333333,-0.04249202891103376,4.505732183076123e-06,5.631741546980289e-07,TRD_B_20
-78.0,44,0.0029960506604929864,42,2,0.045454545454545456,0.6041351360140186,0.0008517115723090572,0.00010487387966104931,TRD_B_20
-30.0,42,0.002859866539561487,38,4,0.09523809523809523,-0.18909550310290912,0.00011072131049095665,1.3819580429709542e-05,TRD_B_20
-22.0,39,0.002655590358164238,39,0,0.0,0.0,0.0,0.0,TRD_B_20
-23.0,41,0.0027917744790957374,39,2,0.04878048780487805,0.5300271638602965,0.0006295285813423669,7.77827115457418e-05,TRD_B_20
-47.0,33,0.00224703799536974,32,1,0.030303030303030304,1.025348601090322,0.0015576824273503761,0.00018660543143860143,TRD_B_20
-99.0,59,0.004017431567479232,57,2,0.03389830508474576,0.9095167855652004,0.0022921404997054504,0.00027703320485312794,TRD_B_20
-53.0,33,0.00224703799536974,33,0,0.0,0.0,0.0,0.0,TRD_B_20
-55.0,30,0.0020427618139724907,29,1,0.03333333333333333,0.9269085282770697,0.0012022924323264199,0.00014512753422100678,TRD_B_20
-73.0,40,0.0027236824186299877,39,1,0.025,1.2231743444202419,0.0024920300600222473,0.0002934302594682622,TRD_B_20
-13.0,44,0.0029960506604929864,42,2,0.045454545454545456,0.6041351360140186,0.0008517115723090572,0.00010487387966104931,TRD_B_20
-37.0,31,0.0021108538744382403,28,3,0.0967741935483871,-0.2067950802023102,9.846769778086785e-05,1.2286577276596382e-05,TRD_B_20
-58.0,34,0.0023151300558354898,31,3,0.08823529411764706,-0.10501238589236817,2.6682236324351503e-05,3.333747879511416e-06,TRD_B_20
-60.0,45,0.003064142720958736,43,2,0.044444444444444446,0.6276656334242126,0.0009313477153484227,0.00011454430247684859,TRD_B_20
-57.0,33,0.00224703799536974,32,1,0.030303030303030304,1.025348601090322,0.0015576824273503761,0.00018660543143860143,TRD_B_20
-65.0,36,0.002451314176766989,33,3,0.08333333333333333,-0.04249202891103376,4.505732183076123e-06,5.631741546980289e-07,TRD_B_20
-96.0,46,0.003132234781424486,45,1,0.021739130434782608,1.3662751880609152,0.003390404937891336,0.0003936366613937366,TRD_B_20
-41.0,36,0.002451314176766989,32,4,0.1111111111111111,-0.3609457600295687,0.0003716584540231368,4.620674884672841e-05,TRD_B_20
-38.0,40,0.0027236824186299877,38,2,0.05,0.5040516774570358,0.0005613644589631767,6.943702989046355e-05,TRD_B_20
-91.0,44,0.0029960506604929864,44,0,0.0,0.0,0.0,0.0,TRD_B_20
-12.0,37,0.0025194062372327387,36,1,0.02702702702702703,1.1431316367467055,0.0020750953111670577,0.00024612657459958313,TRD_B_20
-59.0,43,0.0029279586000272367,40,3,0.06976744186046512,0.14987986373642226,6.177088065238194e-05,7.714141004828027e-06,TRD_B_20
-86.0,40,0.0027236824186299877,40,0,0.0,0.0,0.0,0.0,TRD_B_20
-15.0,40,0.0027236824186299877,38,2,0.05,0.5040516774570358,0.0005613644589631767,6.943702989046355e-05,TRD_B_20
-90.0,48,0.0032684189023559854,46,2,0.041666666666666664,0.6951069142197452,0.0011857842555572703,0.00014530924737373878,TRD_B_20
-34.0,52,0.003540787144218984,48,4,0.07692307692307693,0.04451934807859592,6.887858849212094e-06,8.609112613957437e-07,TRD_B_20
-94.0,56,0.0038131553860819827,55,1,0.017857142857142856,1.5669458835230667,0.005048295618733335,0.0005734916179781659,TRD_B_20
-63.0,34,0.0023151300558354898,32,2,0.058823529411764705,0.3322014205303767,0.00022242739856719005,2.7676279274108665e-05,TRD_B_20
-49.0,44,0.0029960506604929864,40,4,0.09090909090909091,-0.13780220871535853,6.0285946995658245e-05,7.529786546067483e-06,TRD_B_20
-45.0,38,0.0025874982976984884,38,0,0.0,0.0,0.0,0.0,TRD_B_20
-4.0,30,0.0020427618139724907,30,0,0.0,0.0,0.0,0.0,TRD_B_20
-10.0,24,0.0016342094511779927,21,3,0.125,-0.4944771526540912,0.0004916753495379672,6.0840837180801456e-05,TRD_B_20
-61.0,42,0.002859866539561487,39,3,0.07142857142857142,0.1245620557521323,4.211582987114994e-05,5.261077951071626e-06,TRD_B_20
-2.0,34,0.0023151300558354898,32,2,0.058823529411764705,0.3322014205303767,0.00022242739856719005,2.7676279274108665e-05,TRD_B_20
-17.0,31,0.0021108538744382403,29,2,0.06451612903225806,0.2337613477171243,0.00010460391577630006,1.304579966471271e-05,TRD_B_20
-16.0,38,0.0025874982976984884,36,2,0.05263157894736842,0.4499844561867601,0.00043452961817842914,5.386253081300448e-05,TRD_B_20
-48.0,44,0.0029960506604929864,42,2,0.045454545454545456,0.6041351360140186,0.0008517115723090572,0.00010487387966104931,TRD_B_20
-64.0,37,0.0025194062372327387,36,1,0.02702702702702703,1.1431316367467055,0.0020750953111670577,0.00024612657459958313,TRD_B_20
-93.0,34,0.0023151300558354898,32,2,0.058823529411764705,0.3322014205303767,0.00022242739856719005,2.7676279274108665e-05,TRD_B_20
-5.0,33,0.00224703799536974,31,2,0.06060606060606061,0.30045272221579644,0.00017892894253268676,2.228236942786063e-05,TRD_B_20
-26.0,41,0.0027917744790957374,40,1,0.024390243902439025,1.2484921524045318,0.0026360304967003984,0.00030964363991517187,TRD_B_20
-3.0,47,0.0032003268418902358,46,1,0.02127659574468085,1.3882540947796906,0.0035477106098173866,0.00041096570211376535,TRD_B_20
-11.0,42,0.002859866539561487,40,2,0.047619047619047616,0.5553449718445864,0.0007007085320284663,8.64800987332084e-05,TRD_B_20
-42.0,42,0.002859866539561487,40,2,0.047619047619047616,0.5553449718445864,0.0007007085320284663,8.64800987332084e-05,TRD_B_20
-36.0,54,0.0036769712651504834,53,1,0.018518518518518517,1.5299046118427175,0.0047024566579564825,0.0005364491575861485,TRD_B_20
-32.0,52,0.003540787144218984,49,3,0.057692307692307696,0.35282070773311247,0.0003804671994554965,4.731325067313671e-05,TRD_B_20
-68.0,30,0.0020427618139724907,25,5,0.16666666666666666,-0.8309493892753042,0.0019921764431927915,0.0002420962691215811,TRD_B_20
-88.0,33,0.00224703799536974,31,2,0.06060606060606061,0.30045272221579644,0.00017892894253268676,2.228236942786063e-05,TRD_B_20
-81.0,39,0.002655590358164238,39,0,0.0,0.0,0.0,0.0,TRD_B_20
-80.0,39,0.002655590358164238,38,1,0.02564102564102564,1.1971988580169812,0.002350486676443723,0.0002774327250262793,TRD_B_20
-50.0,38,0.0025874982976984884,37,1,0.02631578947368421,1.17053061093482,0.002211480118542828,0.00026166119688567763,TRD_B_20
-92.0,34,0.0023151300558354898,33,1,0.029411764705882353,1.0561202597570758,0.001682608926889059,0.00020106584904454582,TRD_B_20
-71.0,38,0.0025874982976984884,37,1,0.02631578947368421,1.17053061093482,0.002211480118542828,0.00026166119688567763,TRD_B_20
-44.0,36,0.002451314176766989,32,4,0.1111111111111111,-0.3609457600295687,0.0003716584540231368,4.620674884672841e-05,TRD_B_20
-84.0,42,0.002859866539561487,37,5,0.11904761904761904,-0.43890730149928014,0.0006623872958967433,8.214015407837335e-05,TRD_B_20
-46.0,39,0.002655590358164238,38,1,0.02564102564102564,1.1971988580169812,0.002350486676443723,0.0002774327250262793,TRD_B_20
-31.0,37,0.0025194062372327387,37,0,0.0,0.0,0.0,0.0,TRD_B_20
-18.0,34,0.0023151300558354898,29,5,0.14705882352941177,-0.6825293841570308,0.0014342476980137614,0.00017588015683914508,TRD_B_20
-75.0,39,0.002655590358164238,37,2,0.05128205128205128,0.4773834303748745,0.0004963257439769095,6.145823470442727e-05,TRD_B_20
-85.0,25,0.0017023015116437424,25,0,0.0,0.0,0.0,0.0,TRD_B_20
-25.0,31,0.0021108538744382403,30,1,0.03225806451612903,0.960810079952751,0.0013173898135721545,0.00015861822943395672,TRD_B_20
-56.0,32,0.00217894593490399,28,4,0.125,-0.4944771526540912,0.0006555671327172895,8.112111624106834e-05,TRD_B_20
-19.0,39,0.002655590358164238,37,2,0.05128205128205128,0.4773834303748745,0.0004963257439769095,6.145823470442727e-05,TRD_B_20
